,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
360,CN113007537A,0,,公开,公开,发明公开,一种前维护拼接屏支架,珠海市润星泰电器有限公司,2021-04-12,F16M11/04,CN202110391697.X,CN113007537A,2021-06-22,张莹; 王文涛; 霍袁; 任怀德,企业,F16M11/04; F16M11/18; G09F9/00,,/CN/2021/1/78/images/202110391697.jpg,本发明公开了一种前维护拼接屏支架，包括：第一支架组件、第二支架组件以及升降机构，第二支架组件用于安装显示屏，第二支架组件通过升降机构安装在第一支架组件上，升降机构相对第一支架组件升降以调节第二支架组件和第一支架组件之间的距离；升降机构包括依次相互转动连接的第一支臂、主臂和第二支臂，第一支臂和第二支臂相互平行，第一支臂和第二支臂的转动方向相同、和主臂的转动方向相反。本申请的前维护拼接屏支架改进升降机构后，无论支撑横显示屏还是竖置显示屏都具有良好的支撑力、形变量小，以使本申请的拼接屏支架能够用于横置拼接屏和竖置拼接屏。
361,CN112998540A,0,,公开,公开,发明公开,锅具,锐莫(佛山)电器科技有限公司,2021-04-12,A47J37/06,CN202110390501.5,CN112998540A,2021-06-22,徐世杰,企业,A47J37/06,,/CN/2021/1/78/images/202110390501.jpg,本申请涉及一种锅具，所述锅具包括：锅体总成，所述锅体总成的底部设置有第一齿轮；锅具本体，所述锅具本体与所述锅体总成连接区域设置有通过旋转电机驱动的第二齿轮；当所述锅体总成放置在所述锅具本体上时，所述第一齿轮与所述第二齿轮相啮合，所述旋转电机输出动力以通过所述第二齿轮驱动所述第一齿轮，从而实现对锅体总成内的食物进行旋转加热。锅体总成底部设置有第一齿轮，锅具本体上设置有第二齿轮，这样当锅体总成放置在锅具本体上时，第一齿轮和第二齿轮相啮合，从而旋转电机输出动力以通过第二齿轮驱动第一齿轮，从而实现对锅体总成内的食物进行旋转加热，且通过齿轮来实现啮合，无需用户多次复杂操作安装锅体总成，方便安装。
362,CN112977118A,0,,公开,公开,发明公开,移动式电瓶车充电装置,河南科技大学,2021-04-12,B60L53/16,CN202110389900.X,CN112977118A,2021-06-18,李戎; 吕福强; 白帅; 李文杰; 梁斌,学校,B60L53/16; B60L53/30,,/CN/2021/1/77/images/202110389900.jpg,移动式电瓶车充电装置，充电组件、支撑组件和移动组件组成，充电组件包括固定装置在支撑组件上的电气绝缘板、用于与外部供电连接的主电源进线装置和具有多个充电接口的充电电路；充电电路布置在电气绝缘板上，充电电路的主电路与主电源进线装置的输入端连接，在充电电路的主电路上安装有用于主电路通断的主断路器，充电电路的主电路并联有多条充电分支电路，每条充电分支电路上均设有用于保护的漏电保护器和用于充电分支电路通断的分断路器，每条充电分支路上由导线并联至少一个插座，每个插座的地线接口通过导线与地线排连接。相比于常规方法，安全性更高、操作简便、应用性更广。
363,CN112968507A,0,,公开,公开,发明公开,一种分体式充换电设备用直流剩余电流保护装置,国网智慧能源交通技术创新中心(苏州)有限公司,2021-04-12,H02J7/00,CN202110388240.3,CN112968507A,2021-06-15,贾俊国; 于文斌; 朱卫东; 张峰; 宋锦海,企业,H02J7/00; H02H3/33,,/CN/2021/1/77/images/202110388240.jpg,本发明公开了一种分体式充换电设备用直流剩余电流保护装置，包括整流柜和与整流柜的直流输出端通信连接的若干充电终端，整流柜的输入端连接有若干交流进线。还包括与交流进线对应设置的直流剩余电流探测器和塑壳断路器，直流剩余电流探测器设于交流进线上，并用于检测回路的剩余电流，每个直流剩余电流探测器的输出端均与漏电集中器的输入端连接，漏电集中器用于剩余电流的求和并与预设值进行比较，漏电集中器的输出端与充电控制器的输入端连接，塑壳断路器用于控制交流进线的通断并与充电控制器的输出端连接，充电控制器的控制输出端通过励磁脱扣线圈驱动塑壳断路器通断。可在分流前对漏电电流采集，跳开充电模块交流进线端，保护更加全面。
364,CN112963871A,0,,公开,公开,发明公开,一种新型自动旋转翻炒电磁炉,山东科宇厨业有限公司,2021-04-12,F24C7/00,CN202110389495.1,CN112963871A,2021-06-15,刘建峰; 任宝玉; 梁炳志; 付敬臣,企业,F24C7/00; F24C7/08; F24C15/08; A47J27/00,,/CN/2021/1/77/images/202110389495.jpg,本发明属于电磁炉技术领域，涉及一种新型自动旋转翻炒电磁炉，其中，包括工作台，所述工作台内开设有放置槽，所述放置槽内开设有通风孔，所述工作台内通过连接杆固定连接有电磁炉，所述电磁炉位于放置槽的底部，所述工作台内壁的一侧固定连接有降温箱其有益效果是，该新型自动旋转翻炒电磁炉，通过风机，风机工作将周围的空气进行吸收，吸收后的空气通过降温器进行降温，降温后的凉气通过通风孔进入到放置槽内，从而对放置槽内和电磁炉的顶部进行降温处理，从而在装置使用完成后能够快速进行清洗，避免放置槽和电磁炉的顶部温度过高影响清洗进度，通过转动电机，转动电机工作带动翻炒铲进行转动，从而实现了自动旋转翻炒的目的。
365,CN112960022A,0,,公开,公开,发明公开,一种基于可穿戴终端的超市智能购物车系统及方法,吉林大学; 江苏超力电器有限公司,2021-04-12,B62B3/00,CN202110390948.2,CN112960022A,2021-06-15,李杰; 杨蕊绽; 郑宏宇; 郭中阳; 宗长富; 宋娟娟; 王剑波; 吴竟启; 束琦,学校,B62B3/00; G06Q30/02; G01D21/02; H04B1/3827; H04W4/024; G08B19/00; G07C9/00,,/CN/2021/1/78/images/202110390948.jpg,本发明公开了一种基于可穿戴终端的超市智能购物车系统及方法，属于购物车技术领域；系统包括手环式可穿戴终端、智能购物车以及超市后台处理平台；本发明旨在帮助顾客高效、便捷地购物，节约购物时间，减轻购物负担，同时为带儿童购物的顾客提供安全警示，从而提升顾客的购物体验、提高超市的运营效率。手环式可穿戴终端包括电源模块、无线通信模块、信息显示与交互模块、警报模块和定位模块；智能购物车包括分层式智能购物车箱体、四轮模块、无线通信模块、定位模块、语音模块和导航控制模块；超市后台处理平台包括显示屏、无线通信模块、摄像头模块、信息处理模块和警报模块。
366,CN112956522A,0,,公开,公开,发明公开,基于卧式多级滚筒轴式推进器的智控鱼类去鳞设备及方法,中国水产科学研究院渔业机械仪器研究所,2021-04-12,A22C25/02,CN202110388391.9,CN112956522A,2021-06-15,陈庆余; 郑晓伟; 沈建; 张军文; 刘秀美,科研院所,A22C25/02,,/CN/2021/1/77/images/202110388391.jpg,本发明涉及一种基于卧式多级滚筒轴式推进器的智控鱼类去鳞设备，第一级去鳞滚筒内壁沿径向设置若干条长条形刀片，第二级去鳞滚筒内壁上设置若干面积的菱形网片，第三级去鳞滚筒上设置由圆孔形冲孔板构成的圆柱形筒壁，在圆柱形筒壁上设置1条长螺带，在每个螺带导程的隔空筒壁上设置若干轴向布置的螺纹钢筋条，筒状法兰连接件A的圆筒内壁上敷设一层凸尖磨料沙皮，筒状法兰连接件B的圆筒内壁上沿圆周设置推料叶片；轴向推料器A和轴向推料器B各自包括设置于外缘大螺旋叶片最外缘部位的圆弧形连接片、连杆式的支撑结构组件和套管；套管通过支撑结构组件与外缘大螺旋叶片连接；圆弧形连接片与去鳞多级滚筒组合体内壁之间隙要远小于鱼体外形尺寸。
367,CN112946352A,0,,公开,公开,发明公开,一种零点检测方法、换相投切方法、系统及换相投切设备,浙江天正电气股份有限公司; 西安理工大学; 西安交通大学,2021-04-12,G01R19/175,CN202110386761.5,CN112946352A,2021-06-11,陈思磊; 薛中正; 葛世伟; 高平; 李兴文; 李哲; 同向前,企业,G01R19/175; H02J3/26; H02J3/24; H02J3/14,,/CN/2021/1/77/images/202110386761.jpg,本发明提供的一种零点检测方法、换相投切方法、系统及换相投切设备，该零点检测方法包括：获取待检测信号；采用多个零点检测方式对待检测信号进行零点检测，得到各零点检测方式对应的零点检测时刻；从各零点检测方式对应的零点检测时刻中筛选出所有检测结果均一致的候选零点时刻集；基于时间顺序，从候选零点时刻集中确定目标零点时刻。通过实施本发明，提高了过零识别的精准度。
368,CN112932178A,0,,公开,公开,发明公开,一种模拟人工的智能婴儿床,叶国道,2021-04-12,A47D7/00,CN202110390307.7,CN112932178A,2021-06-11,叶国道,其他,A47D7/00; A47D7/03; A47D15/00; A61M21/02,,/CN/2021/1/78/images/202110390307.jpg,本发明涉及一种模拟人工的智能婴儿床，包括用于支持的床架及放置于床架上的床垫，所述的床垫上具有放置婴儿的放置区，床垫内设置有模拟空腔且模拟空腔位于放置区下方，模拟空腔与床垫上端面之间设置有弹性层，空腔内设置有向上挤压弹性层的拍打器。本发明提供一种模拟人工的智能婴儿床。
369,CN112907591A,0,,实质审查,实质审查,发明公开,一种水稻害虫定位及计数装置,田小青; 李程; 顾士光; 王钟军,2021-04-12,G06T7/00,CN202110390928.5,CN112907591A,2021-06-04,田小青; 李程; 顾士光; 王钟军,其他,G06T7/00; G06K9/20; G06Q50/02; H02J7/35,,/CN/2021/1/78/images/202110390928.jpg,本发明公开了一种水稻害虫定位及计数装置，包括稻田，稻田左侧设有田埂、支撑桩，支撑桩固定连接导轨凸沿，导轨上安装有伺服轨道车，伺服轨道车左侧安装有升降机构，升降机构通过法兰连接拨杆的左端底面，拨杆中部顶面装有高清摄像机、位移传感器，高清摄像机与位移传感器均无线连接有远程云端及计算机信息处理端，田埂一侧设有太阳能板、防护箱，防护箱内装有蓄电池、时间继电器开关。工作时，伺服轨道车沿导轨移动，带动拨杆拨动水稻，高清摄像机会续对飞起的害虫进行拍摄，将信息传递至远程云端及计算机信息处理端对图像以及位置信息分析后可得到害虫的大概范围以及数量，方便后期精准喷洒农药杀虫，节约农药且效率高。
370,CN112892870A,0,,实质审查,实质审查,发明公开,一种放电结构及除尘装置及空气净化器,珠海格力电器股份有限公司,2021-04-12,B03C3/41,CN202110389992.1,CN112892870A,2021-06-04,董双幸; 王铭昭; 王墅; 肖德玲,企业,B03C3/41; B03C3/78; A61L9/22; F24F8/30; F24F8/192,,/CN/2021/1/77/images/202110389992.jpg,本发明涉及净化设备技术领域，具体涉及一种放电结构及除尘装置及空气净化器。所述放电结构包括：导电片，其由导电材质制成；介质层，至少部分的与所述导电片贴合设置，且所述介质层由绝缘材质制成；以及放电电极，至少部分的与所述介质层贴合，并与所述导电片分别设置于所述介质层的相对两侧；所述放电电极与所述介质层之间形成放电狭缝。本发明提供的放电结构，通过构造介质阻挡放电的结构形式，利用大气压沿面放电技术，在施加足够电压的情况下形成电场，使空气电离，从而对气态污染物进行有效祛除，实现对空气消毒、杀菌的效果。
371,CN112890619A,0,,实质审查,实质审查,发明公开,锅具,锐莫(佛山)电器科技有限公司,2021-04-12,A47J37/06,CN202110391082.7,CN112890619A,2021-06-04,徐世杰,企业,A47J37/06,,/CN/2021/1/78/images/202110391082.jpg,本申请涉及一种锅具，所述锅具包括：加热模块；锅具本体，所述锅具本体上设置有至少一个加热模块安装位置；使用时，所述加热模块可拆卸地安装在对应的加热模块安装位置处，未安装加热模块的加热模块安装位置通过锅盖和/或锅胆的方式封闭，以实现对锅具本体内的食物进行加热。上述锅具，锅具本地上设置有至少一个加热模块安装位置，这样加热模块可以根据需要可拆卸地安装在任意加热模块安装位置处，以根据食物需要，选择不同的加热位置进行加热，从而提高烹饪效果，且不需要额外的加热模块，节省了成本。
